,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
24,ee4cb4ab-db82-4b80-9d4b-f91a008efa97,Arfi Ruwaida,https://play-lh.googleusercontent.com/a-/ALV-UjUow09zlx3aw0A7J7v_ZGp-tH43TBa-pc6NCGEwXjXqxTWxscs,"Bikin e billing, eh nomor ebillingnya nggak berfungsi 🫠",1,0,1.4.0,2024-09-16 06:45:30,,,1.4.0
25,67a74c27-275d-458c-9b2f-7fbef25b7fe2,Ditt Frizz,https://play-lh.googleusercontent.com/a-/ALV-UjUwBXqsURTZN-_B3PxDbkIRZM-JTZMxFS4rXioiIlx9Wzoy1C4,bikin aplikasi gabisa dipake buat apa dah?,1,0,1.4.0,2024-09-15 20:16:55,,,1.4.0
26,ef1b473b-f1fe-48eb-9a1b-0477de85697a,Ayub Ptk,https://play-lh.googleusercontent.com/a-/ALV-UjWNmj88USaEMSnmu0mR6UYg-9yB5SROz4pMpOJEYBPaHDd0pks,"Aplikasinya sangat jelek, menurut saya aplikasi yang paling buruk tidak guna tak jelas lah pokoknya",1,1,1.4.0,2024-09-15 10:12:11,,,1.4.0
27,253bd0d0-62ea-4da2-b827-84d1ddc109d9,Rizky Adityo Sudrajad,https://play-lh.googleusercontent.com/a-/ALV-UjW46PVUPGvy4ZD8RX1SA89f_mYZXcZlVxrlc-ksKuEPGjYrMgLU,Password sudah sesuai malah ga bisa login 🗿,1,0,1.4.0,2024-09-14 21:28:05,,,1.4.0
28,a8a692c8-24e6-428d-b7d5-b54f781d72a2,Satria 911,https://play-lh.googleusercontent.com/a/ACg8ocLV95nRY0ppX71QH7R2IRe0OU5Jo2O_1AgRdOzcsZXwKF0ixA=mo,Nyerah bang susah banget asli daftar npwp gua kira kalo online bisa lebih gampang ehh ternyata lebih ribet,1,0,1.4.0,2024-09-14 13:51:56,,,1.4.0
29,d5b678a3-a7d7-4860-aff8-96e9264d6151,Mister G,https://play-lh.googleusercontent.com/a/ACg8ocIm1QQHMQpicMMcHdSNJdglXvT_6_jhAkQ2-eG_7E5PvzHdLg=mo,"1 untuk login susah, selalu salah",1,0,1.4.0,2024-09-13 07:11:30,,,1.4.0
30,af072c5d-da4d-4e75-a85f-39e7d242617c,taufiq,https://play-lh.googleusercontent.com/a-/ALV-UjULJUwO9Ft4mwOzz5q7ad9XtlhfVmiY2Xf1AIUEjfP8L9iEsbei,Cukup rating yang bicara,1,0,,2024-09-12 22:30:41,,,
31,84ba9366-9973-40f5-b64e-6322fbd3d9e3,PUJI SANTOSO,https://play-lh.googleusercontent.com/a-/ALV-UjWlvdL1BxsyIJtNt9GfqTM692ttmmqPl4u7PSPGpcn1jOU5Smwu,SDN & NASIONALISME KURANG.....MAKAN PAJAK RAKYAT.. #KONYOL kode otp sulit...,1,0,,2024-09-12 09:37:16,,,
32,2cfdebf9-d8d8-4aa4-9131-3d8e455e9fec,Koloseum Empire,https://play-lh.googleusercontent.com/a/ACg8ocI4u7mu2ZJCI2SAKTW6XtMjyNmGi3rgrnja24l4aZ5bw3LJlA=mo,sampah bat aplikasi nya,1,0,1.4.0,2024-09-11 18:21:43,,,1.4.0
33,c19c1cd3-cfc6-4341-878a-76a79d3be91a,YAYAN P,https://play-lh.googleusercontent.com/a-/ALV-UjXUztwvnnQ689fmtCrbeR8zrsMl2UupejBO_YaT4p53Gco39kUxGw,Thanx,5,0,1.4.0,2024-09-11 11:21:21,,,1.4.0
34,82afcf90-76c2-4668-a6b1-a3c13ebfa2fc,Turino Yusak,https://play-lh.googleusercontent.com/a-/ALV-UjVXOLDdnfbz3_4tZ87Dz8-T1PQITEld4yQWM-pJmVYTACOwRnU,"Aplikasi ruwet, betulin aplikasinya woy.. Jangan makan gaji buta.",1,0,1.4.0,2024-09-09 23:05:00,,,1.4.0
35,e2dec003-65f0-4c0e-a217-b1622c0d41df,Irfan Dwi Saputra,https://play-lh.googleusercontent.com/a-/ALV-UjV_NOdRj8RDqGtF2IwvF-8Te7xrtHAR1QgYPafUWb1R2LZnfEB3,Aplikasi nya tidak jelas baru juga buat eh udah ke blokir yang bener aje rugi dong,1,0,1.4.0,2024-09-09 21:50:13,,,1.4.0
36,9518d72c-31e0-493b-9d1c-5fabcf508352,Adhimi Sipit,https://play-lh.googleusercontent.com/a-/ALV-UjXoIcpsOMellxMNx7pwa7bAtu85bLK_gwF-Ih-ztpQvx2mr5bQf,"Jan duit pajak asli ne gae opo seh, kok kerjo ne koyok ngene wong pajek😤",1,0,1.4.0,2024-09-09 14:09:44,,,1.4.0
37,db969bbc-3713-4b75-a3df-e7ce1fcb17f0,Raju Handika,https://play-lh.googleusercontent.com/a/ACg8ocKBWk6dXJyKczMXYF1LI_l0c98gi-Ku462_tscAKNxpjYluEF8=mo,Good job! :),5,0,1.4.0,2024-09-08 18:58:44,,,1.4.0
38,e21a29c6-cf46-4452-90ca-44bd0358f6a9,Angga Nur Salim,https://play-lh.googleusercontent.com/a/ACg8ocLU-HmxKjY4QiKm1xOnkYpGC6INvTue7iiZxmb6-y_Cr9r9Mg=mo,Sampah,1,0,1.4.0,2024-09-08 09:16:17,,,1.4.0
39,1247eb20-7e79-4fe0-9d43-e906a9d0ee57,Agiel Waliulu,https://play-lh.googleusercontent.com/a-/ALV-UjVDDNTqTfOUXpFCpn23fE3W0y2Ty0IJYYcpF-GZ_eE406fJObs,Gak guna👿👿,1,0,,2024-09-07 22:57:23,,,
40,48d9d87e-662f-4b67-9387-4adf6b7f6724,Indra Setiawan,https://play-lh.googleusercontent.com/a/ACg8ocKVVEUD7qBkzY7p-p42CGfA78c6COWML24jlulvfrHWmdX8ng=mo,"Bikin aplikasi ga pernah niat banget ini pemerintah, uangnya di kemanain dah itu. Aplikasi sekelah pemerintah kalah sma aplikasi buatan anak kejuruan 😌 ini pke aplikasi, tetep aja di lemparnya ke website pake peramban yg ada di hp ny",1,0,,2024-09-07 10:56:22,,,
41,14958554-6cfc-47a3-8860-8dc0e4987327,Bayu Exca,https://play-lh.googleusercontent.com/a/ACg8ocLQgEA__0pY4xbg82g8FIGDxrEZUWZkiRFPQHRkBF6bJZ-hXg=mo,"Gak jelas, , log in di web bisa.. Loh in di aplikasi error terus...",1,0,1.4.0,2024-09-07 08:09:48,,,1.4.0
42,c96ba985-1c8d-4fb0-8660-2cea49c179c2,Hardiman Iman,https://play-lh.googleusercontent.com/a-/ALV-UjWWzI_759-goZYW1vbaQvKFrEIzY829Ljtu20om2ORj-_VOiYtrsg,Bagus,4,0,1.2.3,2024-09-05 16:57:36,,,1.2.3
43,ef5269c0-e654-4622-b137-c91b76e112b7,bonte gaming,https://play-lh.googleusercontent.com/a/ACg8ocL5w1W7eTVZStlaDuMUoo4hRc5mOyKoGzUWoGpClOiZZJEjaw=mo,"Aplikasi kemplo, buang-buang duit negara",1,0,1.4.0,2024-09-05 16:23:33,,,1.4.0
44,3fd2a352-7409-4aa5-9cca-a1f5df57bfc9,様Armandana,https://play-lh.googleusercontent.com/a-/ALV-UjWQKRl9ZWmnUXdhx4kWG6lB7hq8oZEjGhki1cW2Ju__vVDFqhJS,"Aplikasi anak bangsa emang ampas, jelek, kualitas buruk,, server sering eror padahal jaringan lancar paket banyak,, perbaiki lagi dek aplikasinya, sekelas aplikasi pejabat kualitas buruk, uang kencang minta urus lama",1,0,1.4.0,2024-09-05 14:20:32,,,1.4.0
45,7a619dc0-9cf2-4b93-9854-943bb7b18407,Yogi Seftiya,https://play-lh.googleusercontent.com/a-/ALV-UjVicYQdXBKJ1xoIQ_rxge6gYOSZaBpLnO0Y2W7Wy3LW15bmr5o-,Sangay bermangfaat sekali sangat membantu,5,0,1.4.0,2024-09-05 09:41:31,,,1.4.0
46,4d697e83-acbb-49e9-bb41-ce1449f72d7e,Mohamad Yarid,https://play-lh.googleusercontent.com/a-/ALV-UjWgUFk8W4aGpW1RVbcdRcJlBywY3dHkiAySZpM7_SSEqWLPDv8,Sangat membantu dalam pembayaran pajak tanpa perlu ke kantornya lagi,5,0,1.4.0,2024-09-04 18:36:31,,,1.4.0
47,58eb10b3-ddba-495e-990c-3fb916315ba3,Rahmatul Karimah,https://play-lh.googleusercontent.com/a/ACg8ocIquucPbmqSIP0VLmkn0cLMA-kmKDKomh5g-UkVBzD-lSKloA=mo,"Baru download udah gak bisa kebuka,njir belum apa apa loh,mempersulit rakyat banget sih",1,1,1.4.0,2024-09-04 12:17:09,,,1.4.0
48,f2b5389b-62bb-49a4-ba55-eed6e7a42813,Kadek Menara,https://play-lh.googleusercontent.com/a/ACg8ocIa06lglo6obb6gClag5UaK6YVlUl-O5d82asyRehTNgG-Hdg=mo,Aplikasi paling buruk yg pernah ada,1,0,,2024-09-04 07:18:18,,,
49,048ffd53-ce3e-4ac9-8781-3d00c4f0ab18,Sukiman Hasmah,https://play-lh.googleusercontent.com/a-/ALV-UjU4PFbPCvMSetwtbtFb2khIRT4Hnm-RUXz7T4b-Cat5tCtLmDpH,Ok,5,0,1.4.0,2024-09-03 20:10:37,,,1.4.0
50,5bbb6a47-3f00-4139-8a67-5184e38671df,Namikaze,https://play-lh.googleusercontent.com/a-/ALV-UjX0xurh79TPNl69RZzr_rpbO3iMxJjpI5NUR-VZR9rFmTKM4lrR,Lupa EFIN masih sulit dan ribet. Harusnya ada opsi untuk kirim kode EFIN via SMS/WA. Jangan hanya via e-mail saja.,1,0,1.4.0,2024-09-03 17:27:28,,,1.4.0
51,f528524b-5f2a-43b2-9c94-e5da195a51fa,Ahmad Stefani,https://play-lh.googleusercontent.com/a-/ALV-UjWsx27EM0LEinPns3oicumQ_KO0kT0FNm0zOW_Bv8zlAanwzw9R,Ga Guna!!!,1,0,1.4.0,2024-09-03 09:03:46,,,1.4.0
52,932c59a0-afc2-4535-88f0-0f818e277a85,ajier rafly,https://play-lh.googleusercontent.com/a-/ALV-UjVu4oK9hrOJTEdQvu8HlgnT4WrFVXJ1134hMMojRS6eE3rHB0U,"Tolong admin, kenapa ya ini gak bisa bikin Form Pajak pph21.. Tombol buat nya gk timbul2",2,0,1.4.0,2024-09-03 05:11:41,,,1.4.0
53,98805d55-013e-43aa-9618-82fafee4af50,Agung 62,https://play-lh.googleusercontent.com/a/ACg8ocIKAy2i8EisIO9j-ANqgOdHg5dEs5YNuYet5H72ZGA39FcAuw=mo,"Susah login ,Ribet. Sudah daftar akun di aktivasi malah GK bisa login",1,0,1.4.0,2024-09-03 01:12:16,,,1.4.0
54,746420e8-c076-45b8-9a72-9ca897a904c8,Ted S.,https://play-lh.googleusercontent.com/a-/ALV-UjVk92Tk8PGFV1Jlb9Sy3phC9INttz6xgp_zYizHht9hopOkzCE,situs tidak dapat dijangkau 🤣🤣🤣,1,0,1.4.0,2024-09-02 20:12:30,,,1.4.0
55,3222bf71-cd37-4a69-8901-bf0d3ac43275,Ismanto Gabril,https://play-lh.googleusercontent.com/a/ACg8ocIAIPhPT3dfANwReGAzvE8rVDpsLbdCNNnHEZlIHcRin7rXsQ=mo,Knpa daftar NPWP online susah,1,0,,2024-09-02 17:58:56,,,
56,2091b659-7dda-470f-b48b-422543e0838f,Tufa,https://play-lh.googleusercontent.com/a-/ALV-UjVKDTM4BkeVGzjGd_9B3A8gs_83b5gVan1ob1jmgdHzIEXg1xTN,"Apknya error terus....susahnya cm mau minta efin aja... knp jd smua serba susah ya sekarang klo ngurus apa""",1,0,1.4.0,2024-09-02 17:22:14,,,1.4.0
57,fcc17f13-3e3b-4a62-ad9a-4eb4e933b611,ZURIYANI09,https://play-lh.googleusercontent.com/a-/ALV-UjW_8Y3HDe2t2ATEkbKdcwmPpkVgmWnuyU0Z4Cv0SJR3dVKLP3JG,"aplikasi nya mohon di perbaiki. suka force close sendiri. harap di perbaiki sesuai dengan nama aplikasi yaitu PAJAK. Anda di bayar dari rakyat. jadi tolong bikin web yg seharus nya seperti apa. jangan seperti aplikasi"" murah. Seharus nya anda membaca ulasan dari penilaian ya. !!!! Woi t*l*l respon",1,0,1.4.0,2024-09-02 13:22:47,,,1.4.0
58,ee2bb247-525f-462a-b997-9e0354bc5a3d,Affan Afnx,https://play-lh.googleusercontent.com/a/ACg8ocICHjmBjXgNYseoZZTik9L86F2J5zyt7ywb1EsOxnx3fgAb4w=mo,Website pendaftaran sangat buruk,1,0,1.4.0,2024-09-02 12:48:44,,,1.4.0
59,49081e22-dbb9-40d4-9f04-fb07d1872135,Ahmad Rofiq,https://play-lh.googleusercontent.com/a-/ALV-UjXVMG_5j4FHiL9qx4y7pgXlkXY3UL78d1_OpriWc4rmZorFAW1q,Aplikasi gblok cap t*i,1,0,,2024-09-02 01:01:35,,,
60,67a811b1-5518-41f5-85fd-240a88f4f92e,Ahmad Farizi,https://play-lh.googleusercontent.com/a-/ALV-UjWzlCaOGmzeFEpQMdbM7nJLvVg7Zlie7jM8txSv57WvXCoK7326,Ribet banget,1,0,1.4.0,2024-09-01 23:04:17,,,1.4.0
61,c28d2f0e-774a-46ac-9a23-02d3f9055e77,Dimas Ristiyanto,https://play-lh.googleusercontent.com/a/ACg8ocLbZMs0bnIHGgJrJrrtqLavKnBaiREMCMC--bflLbi1vfKXOQ=mo,"Lawak asli ini aplikasi, buang2 duit doang",1,0,1.4.0,2024-09-01 21:36:57,,,1.4.0
62,12a9496d-3468-46cb-9630-7145f2e72190,Iyus Setiono,https://play-lh.googleusercontent.com/a/ACg8ocKgEGI2pJA8SM-s6C9tz1J8hjvj2UYgp9MIIlR_5UhOkf13hQ=mo,bagus,5,0,1.4.0,2024-09-01 14:08:40,,,1.4.0
63,7c1e1295-d217-43e6-97e9-0d811186e73f,Gypsophilia,https://play-lh.googleusercontent.com/a/ACg8ocJdmFqOpxzcTj-TSjSaLRz-aED_oaZZZwfHl5Lj3Jhb-bIMcw=mo,"TOLONG diupdate fitur dalam aplikasinya, agar ada fitur untuk dapat meminta No EFFIN baru scr online, ngapain bikin aplikasi buat dipakai secara online, kalau pengurusan untuk no Effin 1st time saja harus secara manual? Aplikasi dibuat untuk memudahkan user bukan merepotkan. Aplikasinya tidak berguna sama sekali ini. 1 lagi NPWP saya dibuat scr online, katanya kartu fisiknya akan dikirimkan 2 Minggu kemudian, ke rumah, tapi sampai detik ini, kartunya blm juga sampai ke alamat rmh saya. Miris!!",1,6,1.4.0,2024-08-31 20:59:47,,,1.4.0
64,47765250-e913-423a-903e-534ee556a696,Agus Wahono,https://play-lh.googleusercontent.com/a-/ALV-UjVqo6YS4YX6AquM-Wl0rZubonO0hp3jlbNkzw0VbvdyXaUuYX0,Data gagal tersimpan eror padahal sudah tinggal terakhir aktivasi,1,0,1.4.0,2024-08-31 18:15:59,,,1.4.0
65,256893f8-2ead-49d2-a45b-6cac33466ec4,Den mbawur,https://play-lh.googleusercontent.com/a-/ALV-UjXivCiqfpypNPDScRYEEO5gqOl_ZR2lBYPjfW7kXQfdyusoXdJ-,Aplikasi ga berguna,1,0,1.4.0,2024-08-31 16:11:37,,,1.4.0
66,fc0f1234-e0ce-4328-8ab8-dce0a3a267e7,agita suci,https://play-lh.googleusercontent.com/a/ACg8ocLAIepZMiY7oO_Eox0E5QXDbUBbRno8Bn3OeXViKzN5ncL1Yw=mo,"Kalo gk butuh² amat males dah instal nya juga, baru aja download udah di suruh update lagi, hadeuh belum aja di pake udah menghambat🤦‍♀️",2,0,1.4.0,2024-08-31 09:54:56,,,1.4.0
67,fd81081a-b1db-4abc-bc49-60a2919ca2c0,Hafsah Fadilah,https://play-lh.googleusercontent.com/a/ACg8ocLpeS2odF_GUYxSZDNyUm0oTT1IrHXywG82noiH2QDOX6KRAQ=mo,"Ini bagaimana yaa mau pengajuan ulang EFIN pas dapat otp dari email selalu gagal terus entah darimana nya coba, coba tolong diperbaiki lagi lah , mau datang ke KPP kejauhan masalah nya",1,0,1.4.0,2024-08-31 04:28:26,,,1.4.0
68,0a6a7ebc-fb4b-4ff4-bedf-a8fb19840d8f,Elfrin Ginting,https://play-lh.googleusercontent.com/a/ACg8ocKRBpDyj_oGQlu5zWE6Bxpklk8KxLrXrbCYwQQv6sGAue-ZIw=mo,Sangat Membantu,5,0,,2024-08-30 21:05:20,,,
69,4cc7ab65-6b09-4148-b4ff-2bb9c4d3924d,rintea korg,https://play-lh.googleusercontent.com/a-/ALV-UjVNShwKhKqNDipJKydhJSGiwCBKftxO6TYgFTbYNlnviIeWTd8h,Aplikasi GK gunaa,1,0,1.4.0,2024-08-30 19:19:16,,,1.4.0
70,3ff3ba85-8570-439b-b25b-1f9f4d5c841e,Adilla Triana Oktavianita,https://play-lh.googleusercontent.com/a/ACg8ocJBjzYNcO1znSXuiGoC8T99DT2QmnxEEmn8S6tc2WkNS1DzehE=mo,ERORRR TERUUUSSSSS,1,0,1.4.0,2024-08-29 08:24:35,,,1.4.0
71,de6c1a5b-daa2-4258-b355-dc4d095f3dc1,Amycu Bukan (Amycutoo),https://play-lh.googleusercontent.com/a-/ALV-UjXO6KuJrRyIJousjNNbcVKo37e0QN1VzdFDIy4xKuI2SawWyWCB,"Sepertinya pliksi mupun web berguna atau berfungsi klo di dalam gedung pajaknya deh, solnya email sma pass yang aku masukkan ydah bener bgt gak salah tpi tertera salah. Wkwkwk",3,0,1.4.0,2024-08-28 15:57:14,,,1.4.0
72,c2d103d3-68f4-411f-b57c-28be55158a4a,Muchsin Al idrus,https://play-lh.googleusercontent.com/a-/ALV-UjWgse1bf266ZlyzTHa_3bEUI4XSCPYBPmGyVin0tK6Wfd0kd4E3,Bagus,5,0,1.4.0,2024-08-27 19:37:28,,,1.4.0
73,16256f64-1ef2-4a1a-ada9-69a10e07bdf2,budi anto,https://play-lh.googleusercontent.com/a-/ALV-UjVKkeGeKgs5VIKXmSoY9OoOjethK2IPkj8wb0tHKOXiFA1gsFC1lQ,"Sudah lama tidak buka djp, begitu dibuka kagak bisa lagi, admin mohon di perbaikin demi kelancaran.",1,0,1.4.0,2024-08-27 14:40:51,,,1.4.0
74,7bc13c4d-1e42-466f-93db-d13b95afc720,ZABID R,https://play-lh.googleusercontent.com/a-/ALV-UjWDZduzd_X2hJdo-fdPGtDXQgqjyhKKSMKMMAevOZJ1W169cuvjyQ,oke,3,0,1.4.0,2024-08-26 19:43:48,,,1.4.0
75,5564e3a4-58f3-4d63-9301-b495a3d6404f,Ridho Febriano,https://play-lh.googleusercontent.com/a-/ALV-UjXd66NTSj4b23JDyZsYtPTV9UgIbX5nKnm1OIbTrQdwQshpHnk,Aplikasi banyak bug. Gak jelas. Pencet dikit malah keluar sendiri,1,0,,2024-08-26 17:09:02,,,
76,60b6125d-83ff-4373-bbcb-b7f0a23257e0,Zero Gaming,https://play-lh.googleusercontent.com/a-/ALV-UjW1_Enw4ubTCGh_LH46w5FM-MX9hIpRFi74QGI71UF9G2n9rnID,PERBAIKI SYSTEMNYA!!!! JANGAN CUMA MALAK DOANG SU!!,1,0,1.4.0,2024-08-26 14:27:52,,,1.4.0
77,30038454-5fbd-4e1a-9b9f-8c631ecaf2f0,Saepudin 10,https://play-lh.googleusercontent.com/a-/ALV-UjVisNO6fmC09i1Jqq5HmiVqG0i65d0NNssbuN5UibclThCVoHY-,Aplkasi gk jelas,1,0,1.4.0,2024-08-25 10:53:29,,,1.4.0
